Group_id	Spider_classification	Utterance_id	Base_paraphrase	Portuguese_utterance	English_utterance	Domain_value_generic	English_SQL_statement	Portuguese_SQL_statement	Events_cases_classification	Projection_classification	Condition_classification	Condition_group_classification	Purpose_classification	Wh_classification	Ambiguity	Projection_aggregation	Groupby	IUEN	Subselect_condition	Subselect_having	Subselect_from	Subselect_with
																						
65	hard	527	base	Quais foram os casos em que ambos os recursos, 'Sara' e 'Thomas', participaram?	What were the cases in which both the 'Sara' and 'Thomas' resources participated?	Value	SELECT idcase FROM event_log WHERE resource = 'Sara' INTERSECT SELECT idcase FROM event_log WHERE resource = 'Thomas'	SELECT idcase FROM event_log WHERE resource = 'Sara' INTERSECT SELECT idcase FROM event_log WHERE resource = 'Thomas'	cases	case	resource	none	perspective - resource	what	no	none	no	yes	no	no	no	no
65	hard	528	paraphrase	Recupere os casos em que tanto o recurso 'Sara' quanto o recurso 'Thomas' participaram.	Retrieve cases where both the 'Sara' resource and the 'Thomas' resource participated.	Value	SELECT idcase FROM event_log WHERE resource = 'Sara' INTERSECT SELECT idcase FROM event_log WHERE resource = 'Thomas'	SELECT idcase FROM event_log WHERE resource = 'Sara' INTERSECT SELECT idcase FROM event_log WHERE resource = 'Thomas'	cases	case	resource	none	perspective - resource	none	no	none	no	yes	no	no	no	no
65	hard	529	paraphrase	Liste os identificadores dos casos em que os recursos 'Sara' e 'Thomas' atuaram.	List the identifiers of the cases in which the 'Sara' and 'Thomas' resources acted.	Value	SELECT idcase FROM event_log WHERE resource = 'Sara' INTERSECT SELECT idcase FROM event_log WHERE resource = 'Thomas'	SELECT idcase FROM event_log WHERE resource = 'Sara' INTERSECT SELECT idcase FROM event_log WHERE resource = 'Thomas'	cases	case	resource	none	perspective - resource	none	yes	none	no	yes	no	no	no	no
65	hard	530	paraphrase	Os recursos 'Sara' e 'Thomas' participaram ambos de quais casos?	The 'Sara' and 'Thomas' resources both participated in which cases?	Value	SELECT idcase FROM event_log WHERE resource = 'Sara' INTERSECT SELECT idcase FROM event_log WHERE resource = 'Thomas'	SELECT idcase FROM event_log WHERE resource = 'Sara' INTERSECT SELECT idcase FROM event_log WHERE resource = 'Thomas'	cases	case	resource	none	perspective - resource	which	no	none	no	yes	no	no	no	no
65	hard	531	paraphrase	Os recursos 'Sara' e 'Thomas' participaram juntos de quais casos?	The 'Sara' and 'Thomas' resources participated together in which cases?	Value	SELECT idcase FROM event_log WHERE resource = 'Sara' INTERSECT SELECT idcase FROM event_log WHERE resource = 'Thomas'	SELECT idcase FROM event_log WHERE resource = 'Sara' INTERSECT SELECT idcase FROM event_log WHERE resource = 'Thomas'	cases	case	resource	none	perspective - resource	which	no	none	no	yes	no	no	no	no
65	hard	532	paraphrase	Quais são as declarações em que tanto Sara quanto Thomas participaram juntos?	What are the declarations in which both Sara and Thomas participated together?	Domain	SELECT idcase FROM event_log WHERE resource = 'Sara' INTERSECT SELECT idcase FROM event_log WHERE resource = 'Thomas'	SELECT idcase FROM event_log WHERE resource = 'Sara' INTERSECT SELECT idcase FROM event_log WHERE resource = 'Thomas'	cases	case	resource	none	perspective - resource	what	no	none	no	yes	no	no	no	no
																						
66	medium	533	base	Quantas atividades nomeadas 'declaração rejeitada pela administração' foram executadas por cada recurso?	How many activities named 'declaration rejected by administration' were performed by each resource?	Value	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaration rejected by administration' GROUP BY resource	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaração rejeitada pela administração' GROUP BY resource	events	resource;event	activity	none	descriptive statistics - control flow;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
66	medium	534	paraphrase	Quantas atividades marcadas com 'declaração rejeitada pela administração' foram executadas por cada recurso?	How many activities marked as 'declaration rejected by administration' were performed by each resource?	Value	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaration rejected by administration' GROUP BY resource	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaração rejeitada pela administração' GROUP BY resource	events	resource;event	activity	none	descriptive statistics - control flow;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
66	medium	535	paraphrase	Informe quantas atividades nomeadas 'declaração rejeitada pela administração' foram executadas por cada recurso.	Report how many activities named 'declaration rejected by administration' were performed by each resource.	Value	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaration rejected by administration' GROUP BY resource	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaração rejeitada pela administração' GROUP BY resource	events	resource;event	activity	none	descriptive statistics - control flow;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
66	medium	536	paraphrase	Informe quantas atividades marcadas com 'declaração rejeitada pela administração' foram executadas por cada recurso.	Report how many activities marked as 'declaration rejected by administration' were performed by each resource.	Value	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaration rejected by administration' GROUP BY resource	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaração rejeitada pela administração' GROUP BY resource	events	resource;event	activity	none	descriptive statistics - control flow;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
66	medium	537	paraphrase	Quantas instâncias de execução da atividade nomeada 'declaração rejeitada pela administração' foram de responsabilidade de cada recurso?	How many instances of performing the activity named 'declaration rejected by administration' were the responsibility of each resource?	Value	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaration rejected by administration' GROUP BY resource	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaração rejeitada pela administração' GROUP BY resource	events	resource;event	activity	none	descriptive statistics - control flow;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
66	medium	538	paraphrase	Quantas vezes cada recurso foi responsável pela execução de uma atividade nomeada como 'declaração rejeitada pela administração'?	How many times was each resource responsible for carrying out an activity named 'declaration rejected by administration'?	Value	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaration rejected by administration' GROUP BY resource	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaração rejeitada pela administração' GROUP BY resource	events	resource;event	activity	none	descriptive statistics - control flow;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
66	medium	539	paraphrase	Informe a quantidade de vezes em que cada recurso esteve associado à execução de uma atividade nomeada como 'declaração rejeitada pela administração'.	Report the number of times each resource was associated with the performance of an activity named 'declaration rejected by administration'.	Value	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaration rejected by administration' GROUP BY resource	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaração rejeitada pela administração' GROUP BY resource	events	resource;event	activity	none	descriptive statistics - control flow;descriptive statistics - resource	none	no	aggregate	yes	no	no	no	no	no
66	medium	540	paraphrase	Informe quantas instâncias de execução da atividade nomeada 'declaração rejeitada pela administração' foram de responsabilidade de cada recurso.	Report how many instances of executing the activity named 'declaration rejected by administration' were the responsibility of each resource.	Value	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaration rejected by administration' GROUP BY resource	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaração rejeitada pela administração' GROUP BY resource	events	resource;event	activity	none	descriptive statistics - control flow;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
66	medium	541	paraphrase	Para cada recurso, recupere a informação sobre quantas vezes ele esteve associação à execução da atividade 'declaração rejeitada pela administração'.	For each resource, retrieve information about how many times it has been associated with performing the 'declaration rejected by administration' activity.	Value	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaration rejected by administration' GROUP BY resource	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaração rejeitada pela administração' GROUP BY resource	events	resource;event	activity	none	descriptive statistics - control flow;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
66	medium	542	paraphrase	Quantos eventos associados a uma 'declaração rejeitada pela administração' foram de responsabilidade de cada recurso?	How many events associated with a 'declaration rejected by administration' were the responsibility of each resource?	Value	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaration rejected by administration' GROUP BY resource	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaração rejeitada pela administração' GROUP BY resource	events	resource;event	activity	none	descriptive statistics - control flow;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
66	medium	543	paraphrase	Quantas vezes cada um dos funcionários foi responsável por rejeitar uma declaração fazendo o papel de administrador?	How many times was each employee responsible for rejecting a declaration performing the role of administrator?	Domain	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaration rejected by administration' GROUP BY resource	SELECT COUNT(*), resource FROM event_log WHERE activity = 'Declaração rejeitada pela administração' GROUP BY resource	events	resource;event	activity	none	descriptive statistics - control flow;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
																						
67	extra	544	base	Informe quantas atividades nomeadas 'declaração rejeitada pela administração' foram executadas por cada recurso em cada caso.	Report how many activities named 'declaration rejected by administration' were performed by each resource in each case.	Value	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaration rejected by administration'  GROUP BY idcase, resource	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaração rejeitada pela administração'  GROUP BY idcase, resource	cases	case;resource;event	activity	none	conformance;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
67	extra	545	paraphrase	Quantas atividades marcadas com 'declaração rejeitada pela administração' foram executadas por cada recurso em cada caso?	How many activities marked as 'declaration rejected by administration' were performed by each resource in each case?	Value	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaration rejected by administration'  GROUP BY idcase, resource	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaração rejeitada pela administração'  GROUP BY idcase, resource	cases	case;resource;event	activity	none	conformance;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
67	extra	546	paraphrase	Informe quantas atividades marcadas com 'declaração rejeitada pela administração' foram executadas por cada recurso em cada caso.	Report how many activities marked as 'declaration rejected by administration' were performed by each resource in each case.	Value	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaration rejected by administration'  GROUP BY idcase, resource	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaração rejeitada pela administração'  GROUP BY idcase, resource	cases	case;resource;event	activity	none	conformance;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
67	extra	547	paraphrase	Quantas instâncias de execução da atividade nomeada 'declaração rejeitada pela administração' foram de responsabilidade de cada recurso em cada caso?	How many instances of performing the activity named 'declaration rejected by administration' were the responsibility of each resource in each case?	Value	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaration rejected by administration'  GROUP BY idcase, resource	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaração rejeitada pela administração'  GROUP BY idcase, resource	cases	case;resource;event	activity	none	conformance;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
67	extra	548	paraphrase	Quantas vezes cada recurso foi responsável pela execução de uma atividade nomeada como 'declaração rejeitada pela administração' em cada caso?	How many times was each resource responsible for carrying out an activity named 'declaration rejected by administration' in each case?	Value	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaration rejected by administration'  GROUP BY idcase, resource	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaração rejeitada pela administração'  GROUP BY idcase, resource	cases	case;resource;event	activity	none	conformance;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
67	extra	549	paraphrase	Informe a quantidade de vezes em que cada recurso esteve associado à execução de uma atividade nomeada como 'declaração rejeitada pela administração', em cada caso.	Report the number of times each resource was associated with the performance of an activity named 'declaration rejected by administration', in each case.	Value	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaration rejected by administration'  GROUP BY idcase, resource	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaração rejeitada pela administração'  GROUP BY idcase, resource	cases	case;resource;event	activity	none	conformance;descriptive statistics - resource	none	no	aggregate	yes	no	no	no	no	no
67	extra	550	paraphrase	Informe quantas instâncias de execução da atividade nomeada 'declaração rejeitada pela administração' foram de responsabilidade de cada recurso em cada caso?	Report how many instances of carrying out the activity named 'declaration rejected by administration' were the responsibility of each resource in each case?	Value	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaration rejected by administration'  GROUP BY idcase, resource	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaração rejeitada pela administração'  GROUP BY idcase, resource	cases	case;resource;event	activity	none	conformance;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
67	extra	551	paraphrase	Para cada recurso, recupere a informação sobre quantas vezes ele esteve associação à execução da atividade 'declaração rejeitada pela administração' em cada caso.	For each resource, retrieve information about how many times it was associated with executing the 'declaration rejected by administration' activity in each case.	Value	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaration rejected by administration'  GROUP BY idcase, resource	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaração rejeitada pela administração'  GROUP BY idcase, resource	cases	case;resource;event	activity	none	conformance;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
67	extra	552	paraphrase	Quantos eventos associados a uma 'declaração rejeitada pela administração' foram de responsabilidade de cada recurso em cada caso?	How many events associated with a 'declaration rejected by administration' were the responsibility of each resource in each case?	Value	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaration rejected by administration'  GROUP BY idcase, resource	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaração rejeitada pela administração'  GROUP BY idcase, resource	cases	case;resource;event	activity	none	conformance;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
67	extra	553	paraphrase	Quantas vezes cada um dos funcionários foi responsável por rejeitar uma declaração, fazendo o papel de administrador, em cada uma das declarações já processadas?	How many times was each employee responsible for rejecting a declaration, performing the role of administrator, in each of the declarations already processed?	Domain	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaration rejected by administration'  GROUP BY idcase, resource	SELECT COUNT(*), resource, idcase FROM event_log WHERE activity = 'Declaração rejeitada pela administração'  GROUP BY idcase, resource	cases	case;resource;event	activity	none	conformance;descriptive statistics - resource	how	no	aggregate	yes	no	no	no	no	no
																						
68	medium	554	base	Qual a média de custo de evento para atividades diferentes de 'início da viagem' e 'fim da viagem'?	What is the average event cost for activities other than 'start trip' and 'end trip'?	Value	SELECT AVG(cost) FROM event_log WHERE activity != 'Start trip' AND activity != 'End trip'	SELECT AVG(cost) FROM event_log WHERE activity != 'Início da viagem' AND activity != 'Fim da viagem'	events	cost	activity	none	descriptive statistics - cost	what	no	aggregate	no	no	no	no	no	no
68	medium	555	paraphrase	Qual é a média de custo dos eventos associados a atividades diferentes de 'início da viagem' e 'fim da viagem'?	What is the average cost of events associated with activities other than 'start trip' and 'end trip'?	Value	SELECT AVG(cost) FROM event_log WHERE activity != 'Start trip' AND activity != 'End trip'	SELECT AVG(cost) FROM event_log WHERE activity != 'Início da viagem' AND activity != 'Fim da viagem'	events	cost	activity	none	descriptive statistics - cost	what	no	aggregate	no	no	no	no	no	no
68	medium	556	paraphrase	Qual é o custo médio dos eventos associados a atividades diferentes de 'início da viagem' e 'fim da viagem'?	What is the mean cost of events associated with activities other than 'start trip' and 'end trip'?	Value	SELECT AVG(cost) FROM event_log WHERE activity != 'Start trip' AND activity != 'End trip'	SELECT AVG(cost) FROM event_log WHERE activity != 'Início da viagem' AND activity != 'Fim da viagem'	events	cost	activity	none	descriptive statistics - cost	what	no	aggregate	no	no	no	no	no	no
68	medium	557	paraphrase	Informe a média de custo dos eventos associados a atividades diferentes de 'início da viagem' e 'fim da viagem'?	Report the average cost of events associated with activities other than 'start trip' and 'end trip'.	Value	SELECT AVG(cost) FROM event_log WHERE activity != 'Start trip' AND activity != 'End trip'	SELECT AVG(cost) FROM event_log WHERE activity != 'Início da viagem' AND activity != 'Fim da viagem'	events	cost	activity	none	descriptive statistics - cost	none	no	aggregate	no	no	no	no	no	no
68	medium	558	paraphrase	Informe o custo médio dos eventos associados a atividades diferentes de 'início da viagem' e 'fim da viagem'?	Report the mean cost of events associated with activities other than 'start trip' and 'end trip'.	Value	SELECT AVG(cost) FROM event_log WHERE activity != 'Start trip' AND activity != 'End trip'	SELECT AVG(cost) FROM event_log WHERE activity != 'Início da viagem' AND activity != 'Fim da viagem'	events	cost	activity	none	descriptive statistics - cost	none	no	aggregate	no	no	no	no	no	no
68	medium	559	paraphrase	Calcule a média de custo dos eventos associados a atividades diferentes de 'início da viagem' e 'fim da viagem'?	Calculate the average cost of events associated with activities other than 'start trip' and 'end trip'.	Value	SELECT AVG(cost) FROM event_log WHERE activity != 'Start trip' AND activity != 'End trip'	SELECT AVG(cost) FROM event_log WHERE activity != 'Início da viagem' AND activity != 'Fim da viagem'	events	cost	activity	none	descriptive statistics - cost	none	no	aggregate	no	no	no	no	no	no
68	medium	560	paraphrase	Calcule o custo médio dos eventos associados a atividades diferentes de 'início da viagem' e 'fim da viagem'?	Calculate the mean cost of events associated with activities other than 'start trip' and 'end trip'.	Value	SELECT AVG(cost) FROM event_log WHERE activity != 'Start trip' AND activity != 'End trip'	SELECT AVG(cost) FROM event_log WHERE activity != 'Início da viagem' AND activity != 'Fim da viagem'	events	cost	activity	none	descriptive statistics - cost	none	no	aggregate	no	no	no	no	no	no
68	medium	561	paraphrase	Qual é a média de custo dos eventos associados a atividades que não dizem respeito ao rótulos 'início da viagem' e 'fim da viagem'?	What is the average cost of events associated with activities that do not relate to the labels 'start trip' and 'end trip'?	Value	SELECT AVG(cost) FROM event_log WHERE activity != 'Start trip' AND activity != 'End trip'	SELECT AVG(cost) FROM event_log WHERE activity != 'Início da viagem' AND activity != 'Fim da viagem'	events	cost	activity	none	descriptive statistics - cost	what	no	aggregate	no	no	no	no	no	no
68	medium	562	paraphrase	Qual é a média de custo dos eventos associados a atividades que não são nomeadas como 'início da viagem' e 'fim da viagem'?	What is the average cost of events associated with activities that are not named 'start trip' and 'end trip'?	Value	SELECT AVG(cost) FROM event_log WHERE activity != 'Start trip' AND activity != 'End trip'	SELECT AVG(cost) FROM event_log WHERE activity != 'Início da viagem' AND activity != 'Fim da viagem'	events	cost	activity	none	descriptive statistics - cost	what	no	aggregate	no	no	no	no	no	no
68	medium	563	paraphrase	Quanto custa, em média, uma intervenção diferente daquelas que indicam o início ou o fim de uma viagem?	How much, on average, does an intervention cost, other than those that indicate the beginning or end of a trip?	Domain	SELECT AVG(cost) FROM event_log WHERE activity != 'Start trip' AND activity != 'End trip'	SELECT AVG(cost) FROM event_log WHERE activity != 'Início da viagem' AND activity != 'Fim da viagem'	events	cost	activity	none	descriptive statistics - cost	how	no	aggregate	no	no	no	no	no	no
																						
69	hard	564	base	Recupere os atributos dos cinco eventos de custos mais altos.	Retrieve the attributes of the five highest-cost events.	Value	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	none	no	none	no	no	yes	no	no	no
69	hard	565	paraphrase	Selecione os cinco eventos com os custos mais altos. Liste todos os atributos desses eventos.	Select the five events with the highest costs. List all attributes of these events.	Value	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	none	no	none	no	no	yes	no	no	no
69	hard	566	paraphrase	Quais as informações dos 5 eventos de maiores custos?	What is the information on the 5 highest-cost events?	Value	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	what	no	none	no	no	yes	no	no	no
69	hard	567	paraphrase	Liste os valores dos atributos dos cinco eventos de custos mais altos.	List the attribute values of the five highest-cost events.	Value	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	none	no	none	no	no	yes	no	no	no
69	hard	568	paraphrase	Selecione os cinco eventos de maiores custos. Liste todos os atributos desses eventos.	Select the five highest-cost events. List all attributes of these events.	Value	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	none	no	none	no	no	yes	no	no	no
69	hard	569	paraphrase	Recupere os atributos dos cinco eventos de maiores custos.	Recover the attributes of the five highest-cost events.	Value	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	none	no	none	no	no	yes	no	no	no
69	hard	570	paraphrase	Liste os valores dos atributos dos cinco eventos de maiores custos.	List the values of the attributes of the five highest-cost events.	Value	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	none	no	none	no	no	yes	no	no	no
69	hard	571	paraphrase	Faça um relatório que organize os dados referentes às cinco intervenções mais caras já registradas.	Create a report that organizes data relating to the five most expensive interventions already recorded.	Domain	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	none	no	none	no	no	yes	no	no	no
69	hard	572	paraphrase	Selecione os cinco eventos com os custos mais altos. 	Select the five events with the highest costs.	Generic	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	none	no	none	no	no	yes	no	no	no
69	hard	573	paraphrase	Quais os 5 eventos de maiores custos?	What are the 5 highest-cost events?	Generic	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	none	no	none	no	no	yes	no	no	no
69	hard	574	paraphrase	Recupere os cinco eventos de custo mais altos.	Recover the five highest-cost events.	Generic	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	none	no	none	no	no	yes	no	no	no
69	hard	575	paraphrase	Liste cinco eventos de custos mais altos.	List five higher-cost events.	Generic	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	none	no	none	no	no	yes	no	no	no
69	hard	576	paraphrase	Selecione os cinco eventos de maiores custos. 	Select the five highest-cost events.	Generic	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	none	no	none	no	no	yes	no	no	no
69	hard	577	paraphrase	Recupere os cinco eventos de maiores custos.	Recover the five highest-cost events.	Generic	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	none	no	none	no	no	yes	no	no	no
69	hard	578	paraphrase	Liste os cinco eventos de maiores custos.	List the five highest-cost events.	Generic	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	none	no	none	no	no	yes	no	no	no
69	hard	579	paraphrase	Quais foram as cinco intervenções mais custosas no processamento das declarações?	What were the five most costly interventions in the processing of declarations?	Domain	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	SELECT * FROM event_log WHERE cost IN (SELECT DISTINCT cost FROM event_log ORDER BY cost DESC LIMIT 5)	events	event	cost	none	perspective - cost;conformance	what	no	none	no	no	yes	no	no	no
																						
71	easy	580	base	Quais são os casos que possuem mais do que um evento.	What are the cases that have more than one event.	Generic	SELECT idcase FROM event_log GROUP BY idcase HAVING COUNT(*) > 1	SELECT idcase FROM event_log GROUP BY idcase HAVING COUNT(*) > 1	cases	case	none	having	perspective - control flow	what	no	none	yes	no	no	no	no	no
71	easy	581	paraphrase	Recupere os casos que possuem mais do que um evento.	Retrieve the cases that have more than one event.	Generic	SELECT idcase FROM event_log GROUP BY idcase HAVING COUNT(*) > 1	SELECT idcase FROM event_log GROUP BY idcase HAVING COUNT(*) > 1	cases	case	none	having	perspective - control flow	none	no	none	yes	no	no	no	no	no
71	easy	582	paraphrase	Informe quais são os casos que possuem mais do que um evento.	Report which cases have more than one event.	Generic	SELECT idcase FROM event_log GROUP BY idcase HAVING COUNT(*) > 1	SELECT idcase FROM event_log GROUP BY idcase HAVING COUNT(*) > 1	cases	case	none	having	perspective - control flow	none	no	none	yes	no	no	no	no	no
71	easy	583	paraphrase	Em quais casos houve a execução de mais de um evento?	In which cases was more than one event performed?	Generic	SELECT idcase FROM event_log GROUP BY idcase HAVING COUNT(*) > 1	SELECT idcase FROM event_log GROUP BY idcase HAVING COUNT(*) > 1	cases	case	none	having	perspective - control flow	which	no	none	yes	no	no	no	no	no
71	easy	584	paraphrase	Em quais casos ocorreram mais de um evento?	In which cases did more than one event occur?	Generic	SELECT idcase FROM event_log GROUP BY idcase HAVING COUNT(*) > 1	SELECT idcase FROM event_log GROUP BY idcase HAVING COUNT(*) > 1	cases	case	none	having	perspective - control flow	which	no	none	yes	no	no	no	no	no
71	easy	585	paraphrase	Quais declarações passaram por mais de um intervenção?	Which declarations have undergone more than one intervention?	Domain	SELECT idcase FROM event_log GROUP BY idcase HAVING COUNT(*) > 1	SELECT idcase FROM event_log GROUP BY idcase HAVING COUNT(*) > 1	cases	case	none	having	perspective - control flow	which	no	none	yes	no	no	no	no	no
																						
72	medium	586	base	Em quais casos há mais do que uma ocorrência de atividade?	In which cases is there more than one occurrence of activity?	Generic	SELECT DISTINCT idcase FROM event_log GROUP BY idcase, activity HAVING COUNT(*) > 1	SELECT DISTINCT idcase FROM event_log GROUP BY idcase, activity HAVING COUNT(*) > 1	cases	case	none	having	descriptive statistics - control flow	which	yes	none	yes	no	no	no	no	no
